performance_id,performance,isPremiere,concert,work,isCommission,isResidency,work_year,ensemble,season,venue,person,country
50,"Pierre Alexandre Tremblay - Ces énigmes lumineuses",NONE,"Acousmatic - Pierre Alexandre Tremblay","Ces énigmes lumineuses",0,0,2010,"UBC Impart","GEMDays 2011","Phipps Concert Hall","Philip Thomas","United Kingdom"
50,"Pierre Alexandre Tremblay - Ces énigmes lumineuses",NONE,"Acousmatic - Pierre Alexandre Tremblay","Ces énigmes lumineuses",0,0,2010,"UBC Impart","GEMDays 2011","Phipps Concert Hall","Phil Maguire","United Kingdom"
50,"Pierre Alexandre Tremblay - Ces énigmes lumineuses",NONE,"Acousmatic - Pierre Alexandre Tremblay","Ces énigmes lumineuses",0,0,2010,"UBC Impart","GEMDays 2011","Phipps Concert Hall","Rose Dodd","United Kingdom"
50,"Pierre Alexandre Tremblay - Ces énigmes lumineuses",NONE,"Acousmatic - Pierre Alexandre Tremblay","Ces énigmes lumineuses",0,0,2010,"UBC Impart","GEMDays 2011","Phipps Concert Hall","Trevor Wishart","United Kingdom"
50,"Pierre Alexandre Tremblay - Ces énigmes lumineuses",NONE,"Acousmatic - Pierre Alexandre Tremblay","Ces énigmes lumineuses",0,0,2010,"UBC Impart","GEMDays 2011","Phipps Concert Hall","Jonty Harrison","United Kingdom"
50,"Pierre Alexandre Tremblay - Ces énigmes lumineuses",NONE,"Acousmatic - Pierre Alexandre Tremblay","Ces énigmes lumineuses",0,0,2010,"UBC Impart","GEMDays 2011","Phipps Concert Hall","Evan Parker","United Kingdom"
50,"Pierre Alexandre Tremblay - Ces énigmes lumineuses",NONE,"Acousmatic - Pierre Alexandre Tremblay","Ces énigmes lumineuses",0,0,2010,"UBC Impart","GEMDays 2011","Phipps Concert Hall","Alex Harker","United Kingdom"
50,"Pierre Alexandre Tremblay - Ces énigmes lumineuses",NONE,"Acousmatic - Pierre Alexandre Tremblay","Ces énigmes lumineuses",0,0,2010,"UBC Impart","GEMDays 2011","Phipps Concert Hall","Monty Adkins","United Kingdom"
50,"Pierre Alexandre Tremblay - Ces énigmes lumineuses",NONE,"Acousmatic - Pierre Alexandre Tremblay","Ces énigmes lumineuses",0,0,2010,"UBC Impart","GEMDays 2011","Phipps Concert Hall","Helena Gough","United Kingdom"
50,"Pierre Alexandre Tremblay - Ces énigmes lumineuses",NONE,"Acousmatic - Pierre Alexandre Tremblay","Ces énigmes lumineuses",0,0,2010,"UBC Impart","GEMDays 2011","Phipps Concert Hall","Scott Hewitt","United Kingdom"
50,"Pierre Alexandre Tremblay - Ces énigmes lumineuses",NONE,"Acousmatic - Pierre Alexandre Tremblay","Ces énigmes lumineuses",0,0,2010,"UBC Impart","GEMDays 2011","Phipps Concert Hall","Michael Clarke","United Kingdom"
50,"Pierre Alexandre Tremblay - Ces énigmes lumineuses",NONE,"Acousmatic - Pierre Alexandre Tremblay","Ces énigmes lumineuses",0,0,2010,"UBC Impart","GEMDays 2011","Phipps Concert Hall","Geoff Cox","United Kingdom"
51,"Pierre Alexandre Tremblay - For Ever Now Soon An End",NONE,"Acousmatic - Pierre Alexandre Tremblay","For Ever Now Soon An End",0,0,2010,"UBC Impart","GEMDays 2011","Phipps Concert Hall","Dave Smith","United Kingdom"
51,"Pierre Alexandre Tremblay - For Ever Now Soon An End",NONE,"Acousmatic - Pierre Alexandre Tremblay","For Ever Now Soon An End",0,0,2010,"UBC Impart","GEMDays 2011","Phipps Concert Hall","Anton Lukoszevieze","United Kingdom"
51,"Pierre Alexandre Tremblay - For Ever Now Soon An End",NONE,"Acousmatic - Pierre Alexandre Tremblay","For Ever Now Soon An End",0,0,2010,"UBC Impart","GEMDays 2011","Phipps Concert Hall","Paul Archbold","United Kingdom"
51,"Pierre Alexandre Tremblay - For Ever Now Soon An End",NONE,"Acousmatic - Pierre Alexandre Tremblay","For Ever Now Soon An End",0,0,2010,"UBC Impart","GEMDays 2011","Phipps Concert Hall","Stewart Worthy","United Kingdom"
51,"Pierre Alexandre Tremblay - For Ever Now Soon An End",NONE,"Acousmatic - Pierre Alexandre Tremblay","For Ever Now Soon An End",0,0,2010,"UBC Impart","GEMDays 2011","Phipps Concert Hall","Ben Potts","United Kingdom"
51,"Pierre Alexandre Tremblay - For Ever Now Soon An End",NONE,"Acousmatic - Pierre Alexandre Tremblay","For Ever Now Soon An End",0,0,2010,"UBC Impart","GEMDays 2011","Phipps Concert Hall","Delia Derbyshire","United Kingdom"
51,"Pierre Alexandre Tremblay - For Ever Now Soon An End",NONE,"Acousmatic - Pierre Alexandre Tremblay","For Ever Now Soon An End",0,0,2010,"UBC Impart","GEMDays 2011","Phipps Concert Hall","Daphne Oram","United Kingdom"
51,"Pierre Alexandre Tremblay - For Ever Now Soon An End",NONE,"Acousmatic - Pierre Alexandre Tremblay","For Ever Now Soon An End",0,0,2010,"UBC Impart","GEMDays 2011","Phipps Concert Hall","Jason Payne","United Kingdom"
51,"Pierre Alexandre Tremblay - For Ever Now Soon An End",NONE,"Acousmatic - Pierre Alexandre Tremblay","For Ever Now Soon An End",0,0,2010,"UBC Impart","GEMDays 2011","Phipps Concert Hall","Ambrose Field","United Kingdom"
51,"Pierre Alexandre Tremblay - For Ever Now Soon An End",NONE,"Acousmatic - Pierre Alexandre Tremblay","For Ever Now Soon An End",0,0,2010,"UBC Impart","GEMDays 2011","Phipps Concert Hall","David Toop","United Kingdom"
51,"Pierre Alexandre Tremblay - For Ever Now Soon An End",NONE,"Acousmatic - Pierre Alexandre Tremblay","For Ever Now Soon An End",0,0,2010,"UBC Impart","GEMDays 2011","Phipps Concert Hall",Autistici,"United Kingdom"
51,"Pierre Alexandre Tremblay - For Ever Now Soon An End",NONE,"Acousmatic - Pierre Alexandre Tremblay","For Ever Now Soon An End",0,0,2010,"UBC Impart","GEMDays 2011","Phipps Concert Hall","Philip Thomas","United Kingdom"
51,"Pierre Alexandre Tremblay - For Ever Now Soon An End",NONE,"Acousmatic - Pierre Alexandre Tremblay","For Ever Now Soon An End",0,0,2010,"UBC Impart","GEMDays 2011","Phipps Concert Hall","Phil Maguire","United Kingdom"
51,"Pierre Alexandre Tremblay - For Ever Now Soon An End",NONE,"Acousmatic - Pierre Alexandre Tremblay","For Ever Now Soon An End",0,0,2010,"UBC Impart","GEMDays 2011","Phipps Concert Hall","Rose Dodd","United Kingdom"
51,"Pierre Alexandre Tremblay - For Ever Now Soon An End",NONE,"Acousmatic - Pierre Alexandre Tremblay","For Ever Now Soon An End",0,0,2010,"UBC Impart","GEMDays 2011","Phipps Concert Hall","Trevor Wishart","United Kingdom"
51,"Pierre Alexandre Tremblay - For Ever Now Soon An End",NONE,"Acousmatic - Pierre Alexandre Tremblay","For Ever Now Soon An End",0,0,2010,"UBC Impart","GEMDays 2011","Phipps Concert Hall","Jonty Harrison","United Kingdom"
51,"Pierre Alexandre Tremblay - For Ever Now Soon An End",NONE,"Acousmatic - Pierre Alexandre Tremblay","For Ever Now Soon An End",0,0,2010,"UBC Impart","GEMDays 2011","Phipps Concert Hall","Evan Parker","United Kingdom"
51,"Pierre Alexandre Tremblay - For Ever Now Soon An End",NONE,"Acousmatic - Pierre Alexandre Tremblay","For Ever Now Soon An End",0,0,2010,"UBC Impart","GEMDays 2011","Phipps Concert Hall","Alex Harker","United Kingdom"
51,"Pierre Alexandre Tremblay - For Ever Now Soon An End",NONE,"Acousmatic - Pierre Alexandre Tremblay","For Ever Now Soon An End",0,0,2010,"UBC Impart","GEMDays 2011","Phipps Concert Hall","Monty Adkins","United Kingdom"
51,"Pierre Alexandre Tremblay - For Ever Now Soon An End",NONE,"Acousmatic - Pierre Alexandre Tremblay","For Ever Now Soon An End",0,0,2010,"UBC Impart","GEMDays 2011","Phipps Concert Hall","Helena Gough","United Kingdom"
51,"Pierre Alexandre Tremblay - For Ever Now Soon An End",NONE,"Acousmatic - Pierre Alexandre Tremblay","For Ever Now Soon An End",0,0,2010,"UBC Impart","GEMDays 2011","Phipps Concert Hall","Scott Hewitt","United Kingdom"
51,"Pierre Alexandre Tremblay - For Ever Now Soon An End",NONE,"Acousmatic - Pierre Alexandre Tremblay","For Ever Now Soon An End",0,0,2010,"UBC Impart","GEMDays 2011","Phipps Concert Hall","Michael Clarke","United Kingdom"
51,"Pierre Alexandre Tremblay - For Ever Now Soon An End",NONE,"Acousmatic - Pierre Alexandre Tremblay","For Ever Now Soon An End",0,0,2010,"UBC Impart","GEMDays 2011","Phipps Concert Hall","Geoff Cox","United Kingdom"
52,"Pierre Alexandre Tremblay - The three little p…",NONE,"Acousmatic - Pierre Alexandre Tremblay","The three little p...",0,0,2010,"UBC Impart","GEMDays 2011","Phipps Concert Hall","Dave Smith","United Kingdom"
52,"Pierre Alexandre Tremblay - The three little p…",NONE,"Acousmatic - Pierre Alexandre Tremblay","The three little p...",0,0,2010,"UBC Impart","GEMDays 2011","Phipps Concert Hall","Anton Lukoszevieze","United Kingdom"
52,"Pierre Alexandre Tremblay - The three little p…",NONE,"Acousmatic - Pierre Alexandre Tremblay","The three little p...",0,0,2010,"UBC Impart","GEMDays 2011","Phipps Concert Hall","Paul Archbold","United Kingdom"
52,"Pierre Alexandre Tremblay - The three little p…",NONE,"Acousmatic - Pierre Alexandre Tremblay","The three little p...",0,0,2010,"UBC Impart","GEMDays 2011","Phipps Concert Hall","Stewart Worthy","United Kingdom"
52,"Pierre Alexandre Tremblay - The three little p…",NONE,"Acousmatic - Pierre Alexandre Tremblay","The three little p...",0,0,2010,"UBC Impart","GEMDays 2011","Phipps Concert Hall","Ben Potts","United Kingdom"
52,"Pierre Alexandre Tremblay - The three little p…",NONE,"Acousmatic - Pierre Alexandre Tremblay","The three little p...",0,0,2010,"UBC Impart","GEMDays 2011","Phipps Concert Hall","Delia Derbyshire","United Kingdom"
52,"Pierre Alexandre Tremblay - The three little p…",NONE,"Acousmatic - Pierre Alexandre Tremblay","The three little p...",0,0,2010,"UBC Impart","GEMDays 2011","Phipps Concert Hall","Daphne Oram","United Kingdom"
52,"Pierre Alexandre Tremblay - The three little p…",NONE,"Acousmatic - Pierre Alexandre Tremblay","The three little p...",0,0,2010,"UBC Impart","GEMDays 2011","Phipps Concert Hall","Jason Payne","United Kingdom"
52,"Pierre Alexandre Tremblay - The three little p…",NONE,"Acousmatic - Pierre Alexandre Tremblay","The three little p...",0,0,2010,"UBC Impart","GEMDays 2011","Phipps Concert Hall","Ambrose Field","United Kingdom"
52,"Pierre Alexandre Tremblay - The three little p…",NONE,"Acousmatic - Pierre Alexandre Tremblay","The three little p...",0,0,2010,"UBC Impart","GEMDays 2011","Phipps Concert Hall","David Toop","United Kingdom"
52,"Pierre Alexandre Tremblay - The three little p…",NONE,"Acousmatic - Pierre Alexandre Tremblay","The three little p...",0,0,2010,"UBC Impart","GEMDays 2011","Phipps Concert Hall",Autistici,"United Kingdom"
52,"Pierre Alexandre Tremblay - The three little p…",NONE,"Acousmatic - Pierre Alexandre Tremblay","The three little p...",0,0,2010,"UBC Impart","GEMDays 2011","Phipps Concert Hall","Philip Thomas","United Kingdom"
52,"Pierre Alexandre Tremblay - The three little p…",NONE,"Acousmatic - Pierre Alexandre Tremblay","The three little p...",0,0,2010,"UBC Impart","GEMDays 2011","Phipps Concert Hall","Phil Maguire","United Kingdom"
52,"Pierre Alexandre Tremblay - The three little p…",NONE,"Acousmatic - Pierre Alexandre Tremblay","The three little p...",0,0,2010,"UBC Impart","GEMDays 2011","Phipps Concert Hall","Rose Dodd","United Kingdom"
52,"Pierre Alexandre Tremblay - The three little p…",NONE,"Acousmatic - Pierre Alexandre Tremblay","The three little p...",0,0,2010,"UBC Impart","GEMDays 2011","Phipps Concert Hall","Trevor Wishart","United Kingdom"
52,"Pierre Alexandre Tremblay - The three little p…",NONE,"Acousmatic - Pierre Alexandre Tremblay","The three little p...",0,0,2010,"UBC Impart","GEMDays 2011","Phipps Concert Hall","Jonty Harrison","United Kingdom"
52,"Pierre Alexandre Tremblay - The three little p…",NONE,"Acousmatic - Pierre Alexandre Tremblay","The three little p...",0,0,2010,"UBC Impart","GEMDays 2011","Phipps Concert Hall","Evan Parker","United Kingdom"
52,"Pierre Alexandre Tremblay - The three little p…",NONE,"Acousmatic - Pierre Alexandre Tremblay","The three little p...",0,0,2010,"UBC Impart","GEMDays 2011","Phipps Concert Hall","Alex Harker","United Kingdom"
52,"Pierre Alexandre Tremblay - The three little p…",NONE,"Acousmatic - Pierre Alexandre Tremblay","The three little p...",0,0,2010,"UBC Impart","GEMDays 2011","Phipps Concert Hall","Monty Adkins","United Kingdom"
52,"Pierre Alexandre Tremblay - The three little p…",NONE,"Acousmatic - Pierre Alexandre Tremblay","The three little p...",0,0,2010,"UBC Impart","GEMDays 2011","Phipps Concert Hall","Helena Gough","United Kingdom"
52,"Pierre Alexandre Tremblay - The three little p…",NONE,"Acousmatic - Pierre Alexandre Tremblay","The three little p...",0,0,2010,"UBC Impart","GEMDays 2011","Phipps Concert Hall","Scott Hewitt","United Kingdom"
52,"Pierre Alexandre Tremblay - The three little p…",NONE,"Acousmatic - Pierre Alexandre Tremblay","The three little p...",0,0,2010,"UBC Impart","GEMDays 2011","Phipps Concert Hall","Michael Clarke","United Kingdom"
52,"Pierre Alexandre Tremblay - The three little p…",NONE,"Acousmatic - Pierre Alexandre Tremblay","The three little p...",0,0,2010,"UBC Impart","GEMDays 2011","Phipps Concert Hall","Geoff Cox","United Kingdom"
56,"Monty Adkins - Remnant",NONE,"Multimedia - Ricardo Climent",Remnant,0,0,2010,NULL,"GEMDays 2011","Phipps Concert Hall",NULL,NULL
57,"Mark Pilkington - Camera Down",NONE,"Multimedia - Ricardo Climent","Camera Down ",0,0,2010,NULL,"GEMDays 2011","Phipps Concert Hall",NULL,NULL
58,"Ricardo Climent - S.LOW - VIP lounges are for ALL",NONE,"Multimedia - Ricardo Climent","S.LOW - VIP lounges are for ALL ",0,0,2010,NULL,"GEMDays 2011","Phipps Concert Hall",NULL,NULL
61,"Sten-Olof Hellström - In My Own Words",NONE,"Mixed Music - Alexander Schubert","In My Own Words ",0,0,2011,NULL,"GEMDays 2011","Phipps Concert Hall",NULL,NULL
62,"Alexander Schubert - Semaphores",NONE,"Mixed Music - Alexander Schubert",Semaphores,0,0,2008,NULL,"GEMDays 2011","Phipps Concert Hall",NULL,NULL
63,"Alexander Schubert - A few Plateaus",NONE,"Mixed Music - Alexander Schubert","A few Plateaus",0,0,2010,NULL,"GEMDays 2011","Phipps Concert Hall",NULL,NULL
64,"Alexander Schubert - Nachtschatten",NONE,"Mixed Music - Alexander Schubert",Nachtschatten,0,0,2008,NULL,"GEMDays 2011","Phipps Concert Hall",NULL,NULL
65,"Alexander Schubert - Laplace Tiger",NONE,"Mixed Music - Alexander Schubert","Laplace Tiger ",0,0,2012,NULL,"GEMDays 2011","Phipps Concert Hall",NULL,NULL
66,"Alex Harker - Fluence",NONE,"Augmented Voice - Peyee Chen","Fluence ",0,0,2010,NULL,"GEMDays 2011","Phipps Concert Hall",NULL,NULL
67,"Kaija Saariaho - Lohn",NONE,"Augmented Voice - Peyee Chen",Lohn,0,0,1996,NULL,"GEMDays 2011","Phipps Concert Hall",NULL,NULL
68,"Jed Backhouse - chi*ca*go",NONE,"Augmented Voice - Peyee Chen",chi*ca*go,0,0,2011,NULL,"GEMDays 2011","Phipps Concert Hall",NULL,NULL
69,"Scott McLaughlin - Action at a distance",NONE,"Augmented Voice - Peyee Chen","Action at a distance ("no one is an island")",0,0,2011,NULL,"GEMDays 2011","Phipps Concert Hall",NULL,NULL
70,"Philippe Manoury - En Echo",NONE,"Augmented Voice - Peyee Chen","En Echo",0,0,1994,NULL,"GEMDays 2011","Phipps Concert Hall",NULL,NULL
73,"Annette Vande Gorne - Yawar Fiesta",NONE,"Acousmatic Opera - Annette Vande Gorne","Yawar Fiesta",0,0,2012,NULL,"Electric Spring 2012","Phipps Concert Hall",NULL,NULL
74,"Jaydev Mistry - Homespun",WORLD,"Mixed Music - Evan Parker + Adam Linson",Homespun,0,0,2011,NULL,"Electric Spring 2012","Phipps Concert Hall",NULL,NULL
75,"Evan Parker + Adam Linson - Looms",NONE,"Mixed Music - Evan Parker + Adam Linson",Looms,0,0,2012,NULL,"Electric Spring 2012","Phipps Concert Hall",NULL,NULL
77,"Nicolas Bernier - Antithèse électronique",EUROPEAN,"Laptop Performance - @c","Antithèse électronique",0,0,2011,NULL,"Electric Spring 2012","Phipps Concert Hall",NULL,NULL
78,"Nicolas Bernier - Dans le ventre de la machine",EUROPEAN,"Laptop Performance - @c","Dans le ventre de la machine",0,0,2011,NULL,"Electric Spring 2012","Phipps Concert Hall",NULL,NULL
80,"Maria Castro - Respiri/Breaths [aline]",NONE,"Ambiant Videomusic - Peter Höslcher + Michael Rüsenberg","Respiri/Breaths [aline]",0,0,2007,NULL,"Electric Spring 2012","Phipps Concert Hall",NULL,NULL
82,"Peter Höslcher + Michael Rüsenberg - Notre Dame de Paris ",WORLD,"Ambiant Videomusic - Peter Höslcher + Michael Rüsenberg","Notre Dame de Paris",0,0,2012,NULL,"Electric Spring 2012","Phipps Concert Hall",NULL,NULL
83,"HAJIME...the beginning...",NONE,"HAJIME...the beginning...","HAJIME...the beginning...",0,0,2011,NULL,"GEMDays 2011",Atrium,NULL,NULL
84,"HAJIME...the beginning...",NONE,"HAJIME...the beginning...","HAJIME...the beginning...",0,0,2011,NULL,"GEMDays 2011",Atrium,NULL,NULL
85,"HAJIME...the beginning...",NONE,"HAJIME...the beginning...","HAJIME...the beginning...",0,0,2011,NULL,"GEMDays 2011",Atrium,NULL,NULL
86,"HAJIME...the beginning...",NONE,"HAJIME...the beginning...","HAJIME...the beginning...",0,0,2011,NULL,"GEMDays 2011",Atrium,NULL,NULL
87,"HAJIME...the beginning...",NONE,"HAJIME...the beginning...","HAJIME...the beginning...",0,0,2011,NULL,"GEMDays 2011",Atrium,NULL,NULL
88,"Derrick Archer - Da3",NONE,"Derrick Archer: sound installation - Da3",Da3,0,0,2009,NULL,"GEMDays 2009",Atrium,NULL,NULL
89,"Derrick Archer - Sxc5pl2",NONE,"Derrick Archer: sound installation - Sxc5pl2",Sxc5pl2,0,0,2009,NULL,"GEMDays 2009",Atrium,NULL,NULL
90,"Derrick Archer - Garrigue",NONE,"Derrick Archer: sound installation - Garrigue",Garrigue,0,0,2009,NULL,"GEMDays 2009",Atrium,NULL,NULL
95,"Mark Bokowiec + Julie Wilson-Bokowiec - Underwater",NONE,"GEMDays 2.3 - Inter-vention",Underwater,0,0,2001,NULL,"GEMDays Weekend 1: Inter-vention","Drama Studio 1",NULL,NULL
96,"Mark Bokowiec + Julie Wilson-Bokowiec - Hand-to-Mouth: Ventriloquism",NONE,"GEMDays 2.3 - Inter-vention","Hand-to-Mouth: Ventriloquism",0,0,2006,NULL,"GEMDays Weekend 1: Inter-vention","Drama Studio 1",NULL,NULL
97,"Mark Bokowiec + Julie Wilson-Bokowiec - Bellmer",NONE,"GEMDays 2.3 - Inter-vention",Bellmer,0,0,2002,NULL,"GEMDays Weekend 1: Inter-vention","Drama Studio 1",NULL,NULL
98,"Mark Bokowiec + Julie Wilson-Bokowiec - The Suicided Voice ",NONE,"GEMDays 2.3 - Inter-vention","The Suicided Voice",0,0,2005,NULL,"GEMDays Weekend 1: Inter-vention","Drama Studio 1",NULL,NULL
99,"Mark Bokowiec + Julie Wilson-Bokowiec - Ghosts",NONE,"GEMDays 2.3 - Inter-vention",Ghosts,0,0,1995,NULL,"GEMDays Weekend 1: Inter-vention","Drama Studio 1",NULL,NULL
100,"Mark Bokowiec + Julie Wilson-Bokowiec -  Lifting Bodies: out of the dust",NONE,"GEMDays 2.3 - Inter-vention","Lifting Bodies: out of the dust",0,0,2006,NULL,"GEMDays Weekend 1: Inter-vention","Drama Studio 1",NULL,NULL
101,"Constantinos Papadopoulos – Speeding life… Spinning head",NONE,"GEMDays 2.4 – I.S.D. Trip","Speeding life… Spinning head ",0,0,2007,NULL,"GEMDays Weekend 1: Inter-vention","Drama Studio 1",NULL,NULL
102,"Tristrum Cox – Wendego",NONE,"GEMDays 2.4 – I.S.D. Trip",Wendego,0,0,2007,NULL,"GEMDays Weekend 1: Inter-vention","Drama Studio 1",NULL,NULL
103,"Rob Crisp - I Make Trees in Sleep",NONE,"GEMDays 2.4 – I.S.D. Trip","I Make Trees in Sleep",0,0,2007,NULL,"GEMDays Weekend 1: Inter-vention","Drama Studio 1",NULL,NULL
148,"Larry Austin: Tableaux - Convolutions on a Theme ",NONE,"Larry Austin - Tableaux","Tableaux: Convolutions on a Theme",0,0,2004,NULL,"GEMDays 2.1","St-Paul's Hall",NULL,NULL
147,"Larry Austin - Djuro's Tree ",NONE,"Larry Austin - Tableaux","Djuro's Tree",0,0,1997,NULL,"GEMDays 2.1","St-Paul's Hall",NULL,NULL
146,"Larry Austin - Williams [re]Mix[ed] ",NONE,"Larry Austin - Tableaux","Williams [re]Mix[ed] ",0,0,2001,NULL,"GEMDays 2.1","St-Paul's Hall",NULL,NULL
145,"Larry Austin - art is self-alteration is Cage is... ",NONE,"Larry Austin - Tableaux","art is self-alteration is Cage is... ",0,0,1983,NULL,"GEMDays 2.1","St-Paul's Hall",NULL,NULL
109,"Michel Chion – Requiem - Sanctus ",NONE,"Acousmaticlassics - Lunchtime Concert","Requiem - Sanctus",0,0,1973,NULL,"GEMDays 2.2","St-Paul's Hall",NULL,NULL
110,"Bernard Parmegiani - de natura sonorum - étude élastique ",NONE,"Acousmaticlassics - Lunchtime Concert","De natura sonorum - Étude élastique ",0,0,1975,NULL,"GEMDays 2.2","St-Paul's Hall",NULL,NULL
111,"Jonty Harrison – Klang ",NONE,"Acousmaticlassics - Lunchtime Concert",Klang,0,0,1982,NULL,"GEMDays 2.2","St-Paul's Hall",NULL,NULL
113,"Trevor Wishart - Vox 5 ",NONE,"Acousmaticlassics - Lunchtime Concert","Vox 5",0,0,1986,NULL,"GEMDays 2.2","St-Paul's Hall",NULL,NULL
114,"Robert Normandeau - Jeu – Les règles du jeu ",NONE,"Acousmaticlassics - Lunchtime Concert","Jeu – Les règles du jeu",0,0,1989,NULL,"GEMDays 2.2","St-Paul's Hall",NULL,NULL
115,"Yves Daoust - Mi bémol",NONE,"Acousmaticlassics - Lunchtime Concert","Mi bémol",0,0,1990,NULL,"GEMDays 2.2","St-Paul's Hall",NULL,NULL
116,"Francis Dhomont - Qui est là?",NONE,"Acousmaticlassics - Lunchtime Concert","Qui est là?",0,0,1990,NULL,"GEMDays 2.2","St-Paul's Hall",NULL,NULL
117,"Paul Lansky - Night Traffic",NONE,"Acousmaticlassics - Lunchtime Concert","Night Traffic",0,0,1990,NULL,"GEMDays 2.2","St-Paul's Hall",NULL,NULL
118,"Barry Truax - Basilica",NONE,"Acousmaticlassics - Lunchtime Concert",Basilica,0,0,1992,NULL,"GEMDays 2.2","St-Paul's Hall",NULL,NULL
119,"Gilles Gobeil - Le vertige inconnu ",NONE,"Acousmaticlassics - Lunchtime Concert","Le vertige inconnu",0,0,1993,NULL,"GEMDays 2.2","St-Paul's Hall",NULL,NULL
120,"Denis Smalley - Névé - 3rd movement ",NONE,"Acousmaticlassics - Lunchtime Concert","Névé – 3rd movement",0,0,1994,NULL,"GEMDays 2.2","St-Paul's Hall",NULL,NULL
159,"Moderat - Pfandfinderei ",NONE,"MT-TV - Lunchtime concert",Pfandfinderei,0,0,2006,NULL,"GEMDays 2.5","Recital Hall",NULL,NULL
158,"Francis Dhomont and Inés Wickmann Jaramillo - Moirures",NONE,"MT-TV - Lunchtime concert",Moirures,0,0,2005,NULL,"GEMDays 2.5","Recital Hall",NULL,NULL
157,"Bitzer+Brunck+Weber - 458nm ",NONE,"MT-TV - Lunchtime concert",458nm,0,0,2006,NULL,"GEMDays 2.5","Recital Hall",NULL,NULL
156,"Bret Battey - Autarkeia Aggregatum",NONE,"MT-TV - Lunchtime concert","Autarkeia Aggregatum ",0,0,2005,NULL,"GEMDays 2.5","Recital Hall",NULL,NULL
155,"Autechre - Bass Cadet ",NONE,"MT-TV - Lunchtime concert","Bass Cadet",0,0,1994,NULL,"GEMDays 2.5","Recital Hall",NULL,NULL
133,"Jean Michel Rivet - Embrasement",NONE,"GEMDays 2.8 - SCRIME: Bordeaux Grand Cru",Embrasement,0,0,1995,NULL,"GEMDays Weekend 2","St-Paul's Hall",NULL,NULL
131,"Anne Lore Guillemaud - Hors champs",NONE,"GEMDays 2.8 - SCRIME: Bordeaux Grand Cru","Hors champs",0,0,2004,NULL,"GEMDays Weekend 2","St-Paul's Hall",NULL,NULL
132,"Christian Eloy - Musica mundana",NONE,"GEMDays 2.8 - SCRIME: Bordeaux Grand Cru","Musica mundana",0,0,2007,NULL,"GEMDays Weekend 2","St-Paul's Hall",NULL,NULL
130,"Christian Eloy - L’estran",NONE,"GEMDays 2.8 - SCRIME: Bordeaux Grand Cru",L’estran,0,0,1995,NULL,"GEMDays Weekend 2","St-Paul's Hall",NULL,NULL
134,"Christian Eloy - Random Access Memory",NONE,"GEMDays 2.8 - SCRIME: Bordeaux Grand Cru","Random Access Memory ",0,0,1998,NULL,"GEMDays Weekend 2","St-Paul's Hall",NULL,NULL
135,"Laurent Soulié - Le cri ne peut attendre",NONE,"GEMDays 2.8 - SCRIME: Bordeaux Grand Cru","Le cri ne peut attendre",0,0,2004,NULL,"GEMDays Weekend 2","St-Paul's Hall",NULL,NULL
136,"Jean Louis Di Santo - Roulements, rebonds",NONE,"GEMDays 2.8 - SCRIME: Bordeaux Grand Cru","Roulements, rebonds",0,0,2006,NULL,"GEMDays Weekend 2","St-Paul's Hall",NULL,NULL
137,"François Dumeaux - Elytre",NONE,"GEMDays 2.8 - SCRIME: Bordeaux Grand Cru",Elytre,0,0,2005,NULL,"GEMDays Weekend 2","St-Paul's Hall",NULL,NULL
138,"Christian Eloy - The scar of Ulysses",NONE,"GEMDays 2.8 - SCRIME: Bordeaux Grand Cru","The scar of Ulysses",0,0,2006,NULL,"GEMDays Weekend 2","St-Paul's Hall",NULL,NULL
153,"Giuseppe Giuliano - A Way",NONE,"GEMDays 2.9 - Viva!","A Way",0,0,2005,NULL,"GEMDays Weekend 2","St-Paul's Hall",NULL,NULL
152,"Giuseppe Giuliano - Viva!",NONE,"GEMDays 2.9 - Viva!",Viva!,0,0,2005,NULL,"GEMDays Weekend 2","St-Paul's Hall",NULL,NULL
151,"Matteo Malavasi - Ambient noise",NONE,"GEMDays 2.9 - Viva!","Ambient noise",0,0,2006,NULL,"GEMDays Weekend 2","St-Paul's Hall",NULL,NULL
150,"Gabriele Vanoni - Cycles",NONE,"GEMDays 2.9 - Viva!",Cycles,0,0,2006,NULL,"GEMDays Weekend 2","St-Paul's Hall",NULL,NULL
149,"Federico Gardella - …come un’apparenza",NONE,"GEMDays 2.9 - Viva!","…come un’apparenza",0,0,2006,NULL,"GEMDays Weekend 2","St-Paul's Hall",NULL,NULL
154,"Giuseppe Giuliano - Vidh",NONE,"GEMDays 2.9 - Viva!",Vidh,0,0,1987,NULL,"GEMDays Weekend 2","St-Paul's Hall",NULL,NULL
160,"Ryoji Ikeda - formula",NONE,"MT-TV - Lunchtime concert",formula,0,0,2005,NULL,"GEMDays 2.5","Recital Hall",NULL,NULL
161,"Rose Dodd - Kinderspel",NONE,"Portrait Concert - Robert Normandeau",Kinderspel,0,0,1996,NULL,GEM-FEST,"Drama Studio 1",NULL,NULL
162,"Pierre Alexandre Tremblay - La Rage",NONE,"Portrait Concert - Pierre Alexandre Tremblay","La Rage",0,0,2005,NULL,GEM-FEST,"Canalside West Building ",NULL,NULL
163,"Pierre Malbos - Shanghai 304L",NONE,"Silent Noisy Music - Wilhem Latchoumia / Crank","Shanghai 304L",0,0,2008,NULL,"GEMDays @ HCMF 2008","Recital Hall",NULL,NULL
